Date,Adj Close,Close,High,Low,Open,Volume
2020-01-01,185.15887451171875,245.8249969482422,246.9499969482422,244.25,246.0,4766592
2020-01-02,183.61477661132812,243.77499389648438,245.85000610351562,243.22500610351562,245.60000610351562,6424966
2020-01-03,182.0895233154297,241.75,243.375,236.4250030517578,241.9499969482422,22655540
2020-01-06,176.6852264404297,234.5749969482422,240.0,232.5749969482422,237.5,15332634
2020-01-07,173.61585998535156,230.5,237.375,229.9250030517578,233.9499969482422,23454588
2020-01-08,173.2015838623047,229.9499969482422,232.1999969482422,224.27499389648438,225.0,24743076
2020-01-09,177.2124481201172,235.27499389648438,237.1999969482422,232.72500610351562,236.0749969482422,12999312
2020-01-10,177.0994873046875,235.125,237.35000610351562,233.1999969482422,236.89999389648438,8708498
2020-01-13,177.2877655029297,235.375,238.125,234.5,235.5,7338838
2020-01-14,178.2669677734375,236.6750030517578,239.375,236.0500030517578,236.9499969482422,7216716
2020-01-15,176.23330688476562,233.97500610351562,236.47500610351562,231.60000610351562,236.25,9956518
2020-01-16,173.91712951660156,230.89999389648438,234.75,230.0749969482422,234.0,6370550
2020-01-17,170.94195556640625,226.9499969482422,232.625,226.0,231.0,11132598
2020-01-20,172.1659393310547,228.5749969482422,233.35000610351562,225.8000030517578,227.47500610351562,11681302
2020-01-21,174.689208984375,231.9250030517578,233.25,227.52499389648438,228.8000030517578,8398840
2020-01-22,171.5256805419922,227.72500610351562,233.22500610351562,227.0500030517578,232.60000610351562,7460864
2020-01-23,176.62872314453125,234.5,235.89999389648438,228.5,229.75,11131352
2020-01-24,175.5365447998047,233.0500030517578,236.60000610351562,232.35000610351562,234.625,7871260
2020-01-27,176.15798950195312,233.875,235.89999389648438,231.5,233.25,8828966
2020-01-28,181.12916564941406,240.47500610351562,241.125,233.8000030517578,234.5500030517578,15217662
2020-01-29,180.4136199951172,239.52499389648438,243.4499969482422,238.3249969482422,241.97500610351562,14264654
2020-01-30,176.87351989746094,234.8249969482422,242.25,232.5749969482422,240.02499389648438,10891876
2020-01-31,172.09060668945312,228.47500610351562,236.3000030517578,228.02499389648438,235.0,13892950
2020-02-03,173.35223388671875,230.14999389648438,231.75,221.22500610351562,223.125,18802900
2020-02-04,180.2064971923828,239.25,240.5500030517578,231.0,232.5,15683820
2020-02-05,188.94375610351562,250.85000610351562,253.97500610351562,239.0,240.0,30234094
2020-02-06,186.43934631347656,247.52499389648438,255.0,246.10000610351562,251.64999389648438,22467954
2020-02-07,185.06471252441406,245.6999969482422,247.8000030517578,243.0,247.39999389648438,9022030
2020-02-10,182.82391357421875,242.72500610351562,247.77499389648438,241.6750030517578,246.0,8848392
2020-02-11,181.1479949951172,240.5,246.97500610351562,240.02499389648438,245.39999389648438,7943310
2020-02-12,178.79421997070312,237.375,242.85000610351562,236.9499969482422,241.5,7549204
2020-02-13,176.62872314453125,234.5,239.25,234.0,238.85000610351562,8083000
2020-02-14,179.4344482421875,238.22500610351562,242.25,234.9499969482422,235.5,23043576
2020-02-17,173.86065673828125,230.8249969482422,239.22500610351562,230.0,239.22500610351562,9025984
2020-02-18,177.2877655029297,235.375,236.25,228.0,230.875,11940592
2020-02-19,179.09552001953125,237.77499389648438,240.5,234.75,236.75,10786834
2020-02-20,177.66439819335938,235.875,240.0,235.27499389648438,237.4250030517578,8752120
2020-02-24,174.990478515625,232.3249969482422,237.85000610351562,231.5,235.5,12382886
2020-02-25,172.01528930664062,228.375,235.27499389648438,227.4499969482422,234.89999389648438,11044046
2020-02-26,169.021240234375,224.39999389648438,229.77499389648438,221.60000610351562,228.8000030517578,14491090
2020-02-27,167.2323760986328,222.02499389648438,224.8249969482422,219.25,223.4250030517578,12178324
2020-02-28,160.56643676757812,213.1750030517578,219.4499969482422,210.25,219.4499969482422,12199026
2020-03-02,155.2939453125,206.1750030517578,220.9250030517578,203.25,216.0,15624380
2020-03-03,160.05799865722656,212.5,213.5749969482422,206.75,207.5500030517578,11415592
2020-03-04,157.68540954589844,209.35000610351562,214.35000610351562,202.6999969482422,211.0500030517578,15457514
2020-03-05,157.57241821289062,209.1999969482422,214.5749969482422,208.52499389648438,209.3249969482422,11450828
2020-03-06,151.81031799316406,201.5500030517578,204.9250030517578,199.0,200.10000610351562,15762914
2020-03-09,159.62490844726562,211.9250030517578,227.1999969482422,202.89999389648438,206.9499969482422,79590744
2020-03-11,152.2998809814453,202.1999969482422,211.6750030517578,200.52499389648438,211.6750030517578,29496116
2020-03-12,129.66580200195312,172.14999389648438,196.27499389648438,165.27499389648438,195.64999389648438,35196480
2020-03-13,141.62310791015625,188.02499389648438,198.35000610351562,137.72500610351562,168.89999389648438,50824080
2020-03-16,137.3297576904297,182.3249969482422,193.625,174.85000610351562,175.0,33314334
2020-03-17,134.52403259277344,178.60000610351562,192.8249969482422,177.0,182.5,19649626
2020-03-18,125.24068450927734,166.27499389648438,183.02499389648438,164.10000610351562,181.97500610351562,20417518
2020-03-19,113.07627868652344,150.125,160.0,142.6999969482422,155.5,27434876
2020-03-20,119.70455169677734,158.9250030517578,161.5,149.3000030517578,152.5,20390122
2020-03-23,106.9932861328125,134.6750030517578,149.0,131.14999389648438,142.5,18697444
2020-03-24,104.41130828857422,131.4250030517578,141.5,126.0,138.85000610351562,19533962
2020-03-25,108.74108123779297,136.875,138.47500610351562,126.30000305175781,126.30000305175781,14919242
2020-03-26,112.13735961914062,141.14999389648438,143.1999969482422,134.25,137.5,12626898
2020-03-27,110.72721862792969,139.375,152.0,137.10000610351562,145.0,12155778
2020-03-30,109.13829803466797,137.375,144.75,134.5,134.5,13666176
2020-03-31,125.88145446777344,158.4499969482422,164.85000610351562,140.0,142.0,33090992
2020-04-01,120.34011840820312,151.47500610351562,157.9499969482422,146.75,156.0,25195590
2020-04-03,125.98076629638672,158.5749969482422,163.0,143.5749969482422,150.5,28641760
2020-04-07,139.4666290283203,175.5500030517578,179.64999389648438,159.75,163.5,21185186
2020-04-08,135.9710235595703,171.14999389648438,182.10000610351562,170.125,175.0,18356498
2020-04-09,137.00384521484375,172.4499969482422,178.3249969482422,169.625,172.5749969482422,15853988
2020-04-13,139.0694122314453,175.0500030517578,177.27499389648438,168.10000610351562,172.5,9908612
2020-04-15,140.5590362548828,176.9250030517578,185.1750030517578,175.5500030517578,177.25,12598234
2020-04-16,141.1747283935547,177.6999969482422,182.5,174.77499389648438,177.25,11831216
2020-04-17,143.04168701171875,180.0500030517578,183.0,177.10000610351562,183.0,8840986
2020-04-20,146.3386688232422,184.1999969482422,186.4499969482422,180.60000610351562,181.0749969482422,12420738
2020-04-21,141.11512756347656,177.625,184.72500610351562,176.5500030517578,183.375,10283406
2020-04-22,141.6911163330078,178.35000610351562,180.0,168.5749969482422,178.60000610351562,14252248
2020-04-23,141.0753936767578,177.5749969482422,181.4499969482422,176.25,178.4250030517578,8341956
2020-04-24,139.20846557617188,175.22500610351562,178.3249969482422,173.5,176.0,6912420
2020-04-27,141.1747283935547,177.6999969482422,182.8000030517578,176.14999389648438,176.60000610351562,9902396
2020-04-28,142.6444549560547,179.5500030517578,187.4250030517578,177.10000610351562,179.89999389648438,22200402
2020-04-29,143.29989624023438,180.375,182.5,177.52499389648438,180.0,11648158
2020-04-30,146.9742431640625,185.0,186.6999969482422,179.0,182.125,16016718
2020-05-04,138.1955108642578,173.9499969482422,181.0,170.77499389648438,181.0,14509120
2020-05-05,137.8578643798828,173.52499389648438,182.10000610351562,172.625,177.0,26356086
2020-05-06,136.56687927246094,171.89999389648438,173.22500610351562,156.1750030517578,160.625,41361302
2020-05-07,130.90638732910156,164.77499389648438,171.0,164.10000610351562,171.0,17100430
2020-05-08,128.9996795654297,162.375,168.14999389648438,160.60000610351562,166.5,16997368
2020-05-11,125.0472640991211,157.39999389648438,165.1750030517578,155.64999389648438,163.0,21372716
2020-05-12,124.13365173339844,156.25,159.89999389648438,154.3000030517578,155.25,16622240
2020-05-13,125.74242401123047,158.27499389648438,162.1999969482422,156.375,162.0,15241920
2020-05-14,123.02143859863281,154.85000610351562,158.1750030517578,153.625,156.72500610351562,9664168
2020-05-15,126.39784240722656,159.10000610351562,162.1750030517578,155.5500030517578,156.5,27767190
2020-05-18,116.8047866821289,147.02499389648438,160.75,145.9250030517578,160.27499389648438,20378694
2020-05-19,116.50687408447266,146.64999389648438,152.1999969482422,145.89999389648438,150.75,12045836
2020-05-20,122.70364379882812,154.4499969482422,155.6999969482422,146.02499389648438,147.0,17342228
2020-05-21,124.41171264648438,156.60000610351562,158.0,150.8000030517578,155.0,14931316
2020-05-22,125.2061767578125,157.60000610351562,162.0,153.625,155.5,17078040
2020-05-26,124.39185333251953,156.5749969482422,160.4499969482422,156.02499389648438,157.5,12212502
2020-05-27,130.86666870117188,164.72500610351562,165.6999969482422,156.375,158.39999389648438,18130652
2020-05-28,129.67495727539062,163.22500610351562,167.1750030517578,160.14999389648438,166.9499969482422,18552604
2020-05-29,136.1696319580078,171.39999389648438,173.5749969482422,163.0,164.0,26722320
2020-06-01,137.55995178222656,173.14999389648438,178.35000610351562,170.0500030517578,172.14999389648438,20423126
2020-06-02,135.69297790527344,170.8000030517578,174.0,168.64999389648438,174.0,12639442
2020-06-03,138.6522979736328,174.52499389648438,176.97500610351562,169.60000610351562,172.0,20167782
2020-06-04,141.90957641601562,178.625,179.6999969482422,169.5,171.0,32779676
2020-06-05,146.81533813476562,184.8000030517578,186.25,176.10000610351562,178.3249969482422,21970108
2020-06-08,156.5474395751953,197.0500030517578,199.25,188.3000030517578,189.8000030517578,29583292
2020-06-09,151.54234313964844,190.75,201.02499389648438,189.72500610351562,200.0,19643304
2020-06-10,150.52943420410156,189.47500610351562,192.1750030517578,186.47500610351562,192.1750030517578,14983264
2020-06-11,146.99411010742188,185.02499389648438,193.25,184.0,189.0,16965850
2020-06-12,148.5234375,186.9499969482422,188.4499969482422,177.625,177.625,15636964
2020-06-15,143.39920043945312,180.5,186.97500610351562,178.25,186.9499969482422,13054104
2020-06-16,142.9026641845703,179.875,186.0749969482422,178.3249969482422,184.89999389648438,11469976
2020-06-17,144.8292236328125,182.3000030517578,183.25,178.375,179.875,10041494
2020-06-18,147.07357788085938,185.125,188.22500610351562,179.875,182.0500030517578,12301976
