entrydate,indexcode,indexname,dayrsi14,weekrsi14,monthrsi14,dltp,daylowerband,daymiddleband,weeklowerband,weekmiddleband,monthlowerband,monthmiddleband
25/01/2025,^CNXMETAL,"NIFTY METAL
",44.14,41.07,55.11,8470.25,8097.21,8514.84,8132.44,9172.58,4764.23,5780.79
