Price,Adj Close,Close,High,Low,Open,Volume
Ticker,BALRAMCHIN.NS,BALRAMCHIN.NS,BALRAMCHIN.NS,BALRAMCHIN.NS,BALRAMCHIN.NS,BALRAMCHIN.NS
Date,,,,,,
2002-07-01,0.1565217822790146,1.2039999961853027,1.562000036239624,1.1679999828338623,1.2910000085830688,4861540
2002-08-01,0.36300522089004517,1.180999994277954,1.371000051498413,1.1540000438690186,1.2330000400543213,2071570
2002-09-01,0.3513251543045044,1.1430000066757202,1.2300000190734863,1.1339999437332153,1.2300000190734863,992730
2002-10-01,0.29630574584007263,0.9639999866485596,1.184000015258789,0.9599999785423279,1.184000015258789,1196910
2002-11-01,0.34487035870552063,1.121999979019165,1.2380000352859497,0.8659999966621399,1.0160000324249268,3160600
2002-12-01,0.3467146158218384,1.128000020980835,1.2330000400543213,1.0950000286102295,1.1339999437332153,2799190
2003-01-01,0.30521947145462036,0.9929999709129333,1.1740000247955322,0.9620000123977661,1.1469999551773071,1198290
2003-02-01,0.34825149178504944,1.1330000162124634,1.2130000591278076,0.9729999899864197,1.00600004196167,1696230
2003-03-01,0.3362639248371124,1.093999981880188,1.1929999589920044,0.9480000138282776,1.0880000591278076,2726470
2003-04-01,0.3135184645652771,1.0199999809265137,1.0950000286102295,0.9769999980926514,1.090000033378601,1181790
2003-05-01,0.370382159948349,1.2050000429153442,1.2430000305175781,0.9860000014305115,1.0199999809265137,7009760
2003-06-01,0.4186394214630127,1.3619999885559082,1.4950000047683716,1.1979999542236328,1.1979999542236328,14975970
2003-07-01,0.4865683913230896,1.5829999446868896,1.6619999408721924,1.2719999551773071,1.312000036239624,11076150
2003-08-01,0.9076976776123047,1.7710000276565552,1.871999979019165,1.4609999656677246,1.565000057220459,7323760
2003-09-01,0.792377233505249,1.5460000038146973,1.8270000219345093,1.4249999523162842,1.6109999418258667,2826020
2003-10-01,0.8590065836906433,1.6759999990463257,1.75600004196167,1.5190000534057617,1.5579999685287476,6400600
2003-11-01,1.10861074924469,2.1630001068115234,2.190000057220459,1.6419999599456787,1.7070000171661377,8993710
2003-12-01,1.4089555740356445,2.749000072479248,3.007999897003174,1.8320000171661377,2.2330000400543213,10123710
2004-01-01,1.287485122680664,2.51200008392334,2.9000000953674316,2.2209999561309814,2.378000020980835,6856210
2004-02-01,1.459183931350708,2.8469998836517334,2.9200000762939453,2.4079999923706055,2.51200008392334,7628120
2004-03-01,1.5365763902664185,2.997999906539917,3.0969998836517334,2.811000108718872,2.8410000801086426,4512170
2004-04-01,2.23567271232605,4.361999988555908,4.438000202178955,2.999000072479248,3.0280001163482666,11745980
2004-05-01,1.4689221382141113,2.865999937057495,4.439000129699707,2.515000104904175,4.369999885559082,17346990
2004-06-01,1.461234211921692,2.8510000705718994,3.0969998836517334,2.490999937057495,2.9590001106262207,4775370
2004-07-01,1.7661919593811035,3.446000099182129,3.5190000534057617,2.703000068664551,2.8410000801086426,19249870
2004-08-01,3.2185237407684326,4.216000080108643,4.468999862670898,3.381999969482422,3.4800000190734863,44509730
2004-09-01,2.966599464416504,3.885999917984009,4.2769999504089355,3.640000104904175,4.239999771118164,18625720
2004-10-01,2.8849146366119385,3.7790000438690186,4.179999828338623,3.609999895095825,3.9000000953674316,11336320
2004-11-01,3.2215771675109863,4.21999979019165,4.354000091552734,3.5810000896453857,3.7799999713897705,19000860
2004-12-01,4.090334415435791,5.357999801635742,5.409999847412109,4.099999904632568,4.099999904632568,20453490
2005-01-01,4.455243110656738,5.835999965667725,6.086999893188477,5.150000095367432,5.400000095367432,24328720
2005-02-01,5.1453633308410645,6.739999771118164,7.260000228881836,5.769999980926514,5.89900016784668,33504000
2005-03-01,52.904109954833984,69.30000305175781,71.9000015258789,6.520999908447266,6.769999980926514,18501457
2005-04-01,43.361515045166016,56.79999923706055,72.0,55.0,69.94999694824219,10857612
2005-05-01,43.247005462646484,56.650001525878906,67.0999984741211,54.849998474121094,58.0,11522213
2005-06-01,48.17097854614258,63.099998474121094,64.3499984741211,54.0,57.5,20936100
2005-07-01,61.07257080078125,80.0,80.8499984741211,62.54999923706055,63.5,42133432
2005-08-01,69.9150161743164,89.5,95.69999694824219,78.80000305175781,80.5,44675277
2005-09-01,69.09479522705078,88.44999694824219,94.44999694824219,80.5999984741211,89.94999694824219,34352703
2005-10-01,65.38422393798828,83.69999694824219,91.6500015258789,79.0,89.30000305175781,12236214
2005-11-01,69.25103759765625,88.6500015258789,94.94999694824219,83.19999694824219,84.0999984741211,16523613
2005-12-01,90.96765899658203,116.44999694824219,117.30000305175781,82.5999984741211,89.5,56404862
2006-01-01,117.56661987304688,150.5,160.85000610351562,115.5999984741211,118.80000305175781,60302946
2006-02-01,119.20707702636719,152.60000610351562,158.8000030517578,140.0500030517578,150.0,31109049
2006-03-01,146.66534423828125,187.75,189.89999389648438,151.25,152.1999969482422,26946873
2006-04-01,148.73541259765625,190.39999389648438,202.60000610351562,155.10000610351562,188.0,14775011
2006-05-01,105.30220031738281,134.8000030517578,200.0,115.0,199.8000030517578,12932137
