Price,Adj Close,Close,High,Low,Open,Volume
Ticker,TVSMOTOR.NS,TVSMOTOR.NS,TVSMOTOR.NS,TVSMOTOR.NS,TVSMOTOR.NS,TVSMOTOR.NS
Date,,,,,,
2000-07-31,8.300033569335938,11.199999809265137,12.4975004196167,10.800000190734863,12.4975004196167,58620
2000-08-07,8.049920082092285,10.862500190734863,11.399999618530273,10.350000381469727,11.050000190734863,81440
2000-08-14,7.972108364105225,10.757499694824219,11.050000190734863,10.5,10.5,38720
2000-08-21,7.988779067993164,10.779999732971191,11.149999618530273,10.5,10.774999618530273,58060
2000-08-28,7.783132076263428,10.5024995803833,11.149999618530273,10.25,10.899999618530273,56960
2000-09-04,7.592306613922119,10.244999885559082,11.077500343322754,10.050000190734863,10.5,417260
2000-09-11,7.112461566925049,9.59749984741211,10.350000381469727,9.484999656677246,10.100000381469727,458500
2000-09-18,6.87902307510376,9.282500267028809,9.694999694824219,8.720000267028809,9.25,180180
2000-09-25,6.36027193069458,8.582500457763672,9.399999618530273,8.354999542236328,9.0,146580
2000-10-02,5.5802903175354,7.53000020980835,8.582500457763672,7.300000190734863,8.582500457763672,1839200
2000-10-09,5.502477645874023,7.425000190734863,8.199999809265137,6.900000095367432,7.449999809265137,688880
2000-10-16,6.580741882324219,8.880000114440918,8.932499885559082,7.005000114440918,7.25,418920
2000-10-23,6.288015365600586,8.484999656677246,8.975000381469727,7.949999809265137,8.550000190734863,805180
2000-10-30,6.397324085235596,8.632499694824219,8.75,8.005000114440918,8.694999694824219,308440
2000-11-06,5.641428470611572,7.612500190734863,10.012499809265137,7.554999828338623,8.800000190734863,2028180
2000-11-13,6.173149585723877,8.329999923706055,8.8725004196167,7.355000019073486,7.554999828338623,1864660
2000-11-20,6.106451988220215,8.239999771118164,8.5,7.829999923706055,8.420000076293945,2428160
2000-11-27,6.584444522857666,8.885000228881836,9.345000267028809,8.2524995803833,8.300000190734863,6344220
2000-12-04,7.008712291717529,9.457500457763672,9.895000457763672,8.949999809265137,8.984999656677246,5409140
2000-12-11,6.284309387207031,8.479999542236328,9.619999885559082,8.4350004196167,9.542499542236328,3259820
2000-12-18,5.60437536239624,7.5625,8.739999771118164,7.34250020980835,8.399999618530273,1813520
2000-12-25,5.396873474121094,7.28249979019165,7.650000095367432,6.949999809265137,7.5625,4680660
2001-01-01,6.080516815185547,8.204999923706055,8.5,7.28000020980835,7.400000095367432,9673360
2001-01-08,6.07125186920166,8.192500114440918,8.699999809265137,7.795000076293945,8.399999618530273,6331600
2001-01-15,5.936006546020508,8.010000228881836,8.444999694824219,7.824999809265137,8.319999694824219,4879820
2001-01-22,6.278751373291016,8.47249984741211,8.949999809265137,7.977499961853027,8.03499984741211,7014880
2001-01-29,6.6122355461120605,8.922499656677246,9.140000343322754,8.0,8.112500190734863,5361680
2001-02-05,7.571927070617676,10.217499732971191,10.449999809265137,8.96500015258789,9.050000190734863,12801420
2001-02-12,7.3273725509643555,9.887499809265137,10.524999618530273,9.5024995803833,10.350000381469727,11622820
2001-02-19,7.095787048339844,9.574999809265137,10.694999694824219,9.449999809265137,9.699999809265137,10093320
2001-02-26,7.638623237609863,10.307499885559082,11.25,8.675000190734863,9.449999809265137,13945440
2001-03-05,6.404735565185547,8.642499923706055,10.5,8.255000114440918,10.125,5969120
2001-03-12,6.351008415222168,8.569999694824219,9.649999618530273,7.550000190734863,8.619999885559082,4512740
2001-03-19,5.361673355102539,7.235000133514404,8.850000381469727,6.800000190734863,8.850000381469727,2171280
2001-03-26,5.115266799926758,6.902500152587891,7.800000190734863,6.849999904632568,7.337500095367432,1331420
2001-04-02,4.285261631011963,5.78249979019165,6.824999809265137,5.710000038146973,6.452499866485596,3946620
2001-04-09,3.5034284591674805,4.727499961853027,5.75,4.602499961853027,5.71999979019165,1810480
2001-04-16,3.8961997032165527,5.257500171661377,5.960000038146973,4.349999904632568,4.715000152587891,3994760
2001-04-23,3.377445697784424,4.557499885559082,5.894999980926514,4.474999904632568,5.300000190734863,8741440
2001-04-30,3.3200128078460693,4.480000019073486,4.900000095367432,4.40749979019165,4.505000114440918,2567540
2001-05-07,3.0513734817504883,4.117499828338623,4.824999809265137,4.087500095367432,4.644999980926514,2255120
2001-05-14,3.566420793533325,4.8125,4.90500020980835,3.950000047683716,4.182499885559082,4017660
2001-05-21,3.46267032623291,4.672500133514404,5.050000190734863,4.632500171661377,4.650000095367432,2778280
2001-05-28,3.4978699684143066,4.71999979019165,5.445000171661377,4.652500152587891,4.699999809265137,6368220
2001-06-04,3.3996787071228027,4.587500095367432,4.889999866485596,4.449999809265137,4.775000095367432,4474780
2001-06-11,3.0791637897491455,4.15500020980835,4.625,4.099999904632568,4.554999828338623,3181200
2001-06-18,3.3737404346466064,4.552499771118164,4.702499866485596,4.0,4.087500095367432,3219180
2001-06-25,3.4849023818969727,4.702499866485596,4.949999809265137,4.327499866485596,4.5,1057720
2001-07-02,3.338540554046631,4.505000114440918,4.849999904632568,4.457499980926514,4.800000190734863,443700
2001-07-09,3.3570663928985596,4.53000020980835,4.800000190734863,4.5,4.507500171661377,237440
2001-07-16,3.325571060180664,4.487500190734863,4.849999904632568,4.375,4.699999809265137,298100
2001-07-23,2.969855308532715,4.007500171661377,4.492499828338623,3.5,4.449999809265137,419840
2001-07-30,3.3329825401306152,4.497499942779541,4.650000095367432,4.050000190734863,4.224999904632568,1212900
