Price,Adj Close,Close,High,Low,Open,Volume
Ticker,IDFCFIRSTB.NS,IDFCFIRSTB.NS,IDFCFIRSTB.NS,IDFCFIRSTB.NS,IDFCFIRSTB.NS,IDFCFIRSTB.NS
Date,,,,,,
2015-11-02,67.80496978759766,70.4000015258789,73.4000015258789,67.0,70.5,22781516
2015-11-09,61.1593132019043,63.5,68.0,63.0,67.75,27518860
2015-11-16,62.79664993286133,65.19999694824219,66.05000305175781,62.0,63.45000076293945,17608835
2015-11-23,58.75146484375,61.0,66.9000015258789,60.599998474121094,66.4000015258789,24518076
2015-11-30,58.269893646240234,60.5,61.75,59.25,61.0,15624979
2015-12-07,53.261573791503906,55.29999923706055,60.900001525878906,54.900001525878906,60.150001525878906,17589906
2015-12-14,56.24730682373047,58.400001525878906,59.79999923706055,54.04999923706055,55.099998474121094,12305409
2015-12-21,58.6551513671875,60.900001525878906,61.45000076293945,57.04999923706055,58.099998474121094,9818975
2015-12-28,58.462520599365234,60.70000076293945,62.400001525878906,59.5,61.0,7486786
2016-01-04,53.06894302368164,55.099998474121094,61.20000076293945,54.900001525878906,61.20000076293945,11606081
2016-01-11,45.123046875,46.849998474121094,54.95000076293945,46.0,54.45000076293945,15659093
2016-01-18,44.3525390625,46.04999923706055,47.20000076293945,43.099998474121094,46.0,31376717
2016-01-25,50.61294174194336,52.54999923706055,53.0,46.650001525878906,47.099998474121094,10842834
2016-02-01,52.92447280883789,54.95000076293945,58.75,51.20000076293945,52.95000076293945,22985096
2016-02-08,48.87929153442383,50.75,56.400001525878906,45.0,55.400001525878906,8689365
2016-02-15,48.92744827270508,50.79999923706055,55.099998474121094,49.79999923706055,51.25,6756499
2016-02-22,45.363834381103516,47.099998474121094,51.70000076293945,46.25,51.0,7826733
2016-02-29,47.81983947753906,49.650001525878906,51.04999923706055,45.349998474121094,47.650001525878906,13402032
2016-03-07,45.797245025634766,47.54999923706055,50.099998474121094,47.0,49.650001525878906,8471144
2016-03-14,43.53387451171875,45.20000076293945,48.29999923706055,43.900001525878906,48.0,19223097
2016-03-21,45.604618072509766,47.349998474121094,48.29999923706055,45.54999923706055,45.849998474121094,9745753
2016-03-28,47.0493278503418,48.849998474121094,49.70000076293945,45.0,47.599998474121094,35816404
2016-04-04,50.22768783569336,52.150001525878906,52.400001525878906,48.95000076293945,49.400001525878906,14113483
2016-04-11,52.00949478149414,54.0,54.900001525878906,51.54999923706055,52.29999923706055,7887264
2016-04-18,51.816864013671875,53.79999923706055,55.099998474121094,53.25,54.400001525878906,16060038
