Date,Adj Close,Close,High,Low,Open,Volume
2019-12-30,1302.7911376953125,1460.0,1474.949951171875,1454.050048828125,1455.6500244140625,881164
2020-01-06,1301.3189697265625,1458.3499755859375,1466.8499755859375,1430.0,1457.0,1183394
2020-01-13,1347.36279296875,1509.949951171875,1518.6500244140625,1459.0,1459.0,3620436
2020-01-20,1351.2891845703125,1514.3499755859375,1525.0,1461.199951171875,1515.0,1806084
2020-01-27,1165.6859130859375,1306.3499755859375,1517.0,1290.5,1511.0,6743231
2020-02-03,1223.062255859375,1370.6500244140625,1393.25,1309.050048828125,1314.5,3325892
2020-02-10,1195.9803466796875,1340.300048828125,1376.0,1327.550048828125,1372.0,2351672
2020-02-17,1198.8358154296875,1343.5,1366.949951171875,1306.5999755859375,1347.3499755859375,1563482
2020-02-24,1146.99169921875,1285.4000244140625,1361.9000244140625,1280.5,1342.0,2500165
2020-03-02,1178.669189453125,1320.9000244140625,1350.0,1288.75,1300.199951171875,2802945
2020-03-09,1071.5904541015625,1200.9000244140625,1321.0,1084.550048828125,1320.9000244140625,3488292
2020-03-16,1058.6962890625,1186.449951171875,1212.0,1065.0,1199.5999755859375,3904475
2020-03-23,1034.291259765625,1159.0999755859375,1223.0,1080.0,1100.0,4840704
2020-03-30,1115.314208984375,1249.9000244140625,1285.0,1130.75,1152.0,3329489
2020-04-06,1215.8343505859375,1362.550048828125,1409.0,1249.9000244140625,1249.9000244140625,2394694
2020-04-13,1229.8885498046875,1378.300048828125,1439.5999755859375,1333.4000244140625,1350.0,2856939
2020-04-20,1323.8946533203125,1483.6500244140625,1547.0,1342.8499755859375,1384.0,7153015
2020-04-27,1301.98828125,1459.0999755859375,1565.800048828125,1442.5,1495.0,5589558
2020-05-04,1213.1129150390625,1359.5,1445.0,1287.0,1435.0,6762053
2020-05-11,1206.241943359375,1351.800048828125,1375.9000244140625,1312.1500244140625,1370.0,4355688
2020-05-18,1171.9322509765625,1313.3499755859375,1403.0,1288.0999755859375,1342.0999755859375,8825456
2020-05-25,1241.6671142578125,1391.5,1428.1500244140625,1257.050048828125,1313.3499755859375,8304485
2020-06-01,1213.6036376953125,1360.050048828125,1402.0,1340.5999755859375,1384.0,5666190
2020-06-08,1222.665283203125,1354.449951171875,1396.0,1306.0,1370.0,4381090
2020-06-15,1224.6962890625,1356.699951171875,1372.0,1318.800048828125,1365.0,3669726
2020-06-22,1255.884765625,1391.25,1425.0,1356.800048828125,1364.0,3958394
2020-06-29,1248.12158203125,1382.6500244140625,1419.0,1361.5,1385.0,3699484
2020-07-06,1256.7421875,1392.199951171875,1404.0,1371.0,1394.3499755859375,2808303
2020-07-13,1287.253662109375,1426.0,1449.449951171875,1383.800048828125,1396.0,6000957
2020-07-20,1249.5206298828125,1384.199951171875,1455.9000244140625,1362.550048828125,1429.0,4283568
2020-07-27,1284.8165283203125,1423.300048828125,1473.949951171875,1375.0,1382.0,6781975
2020-08-03,1315.1922607421875,1456.949951171875,1467.449951171875,1407.050048828125,1423.300048828125,3440687
2020-08-10,1273.8486328125,1411.1500244140625,1486.449951171875,1405.75,1462.0,3231648
2020-08-17,1273.397216796875,1410.6500244140625,1443.949951171875,1402.25,1420.0,2607394
2020-08-24,1254.93701171875,1390.199951171875,1425.0,1387.699951171875,1419.9000244140625,2158618
2020-08-31,1229.52587890625,1362.050048828125,1400.699951171875,1353.0,1390.1500244140625,2951593
2020-09-07,1280.6187744140625,1418.6500244140625,1423.300048828125,1343.25,1362.0,4520664
2020-09-14,1239.094482421875,1372.6500244140625,1427.9000244140625,1363.0,1427.9000244140625,2676253
2020-09-21,1277.9556884765625,1415.699951171875,1420.0,1322.1500244140625,1376.0999755859375,4098121
2020-09-28,1299.8916015625,1440.0,1460.0,1412.0,1420.0,2541835
2020-10-05,1320.518310546875,1462.8499755859375,1477.449951171875,1420.0999755859375,1445.0,2834884
2020-10-12,1299.259765625,1439.300048828125,1471.0,1415.300048828125,1467.0,2867646
2020-10-19,1322.1431884765625,1464.6500244140625,1489.0,1405.5999755859375,1450.0,5878035
2020-10-26,1369.12890625,1516.699951171875,1559.800048828125,1434.0999755859375,1462.0,5734993
2020-11-02,1376.63427734375,1507.199951171875,1528.1500244140625,1462.050048828125,1516.699951171875,4147745
2020-11-09,1381.2467041015625,1512.25,1534.5999755859375,1463.75,1522.0,3716703
2020-11-16,1401.2039794921875,1534.0999755859375,1548.0,1488.1500244140625,1510.800048828125,3362338
2020-11-23,1382.571044921875,1513.699951171875,1578.9000244140625,1480.5999755859375,1540.0,9984376
2020-11-30,1407.323486328125,1540.800048828125,1548.699951171875,1493.0,1513.699951171875,2495427
2020-12-07,1437.921630859375,1574.300048828125,1598.0,1525.0,1525.0,2913511
2020-12-14,1461.577880859375,1600.199951171875,1630.0,1575.25,1581.0,3279065
2020-12-21,1432.9434814453125,1568.8499755859375,1598.5,1517.300048828125,1597.0,2354652
2020-12-28,1441.7120361328125,1578.449951171875,1594.699951171875,1560.199951171875,1572.0,1411030
2021-01-04,1474.867431640625,1614.75,1625.0,1562.0,1585.0,2630906
2021-01-11,1426.8697509765625,1562.199951171875,1676.0,1558.0,1621.4000244140625,3892547
2021-01-18,1388.142822265625,1519.800048828125,1569.300048828125,1517.0999755859375,1565.0,3026111
2021-01-25,1464.4093017578125,1603.300048828125,1669.0,1495.550048828125,1527.3499755859375,6482377
2021-02-01,1452.0330810546875,1589.75,1650.800048828125,1571.9000244140625,1604.0,3180250
2021-02-08,1453.220458984375,1591.050048828125,1619.0,1567.5,1595.0,2086987
2021-02-15,1420.1109619140625,1554.800048828125,1621.6500244140625,1547.0,1603.6500244140625,2036768
2021-02-22,1444.2236328125,1581.199951171875,1599.9000244140625,1533.0,1555.25,3457802
2021-03-01,1492.3585205078125,1633.9000244140625,1649.75,1565.25,1577.0,2517401
2021-03-08,1481.4437255859375,1621.949951171875,1659.1500244140625,1615.0,1639.9000244140625,1752815
2021-03-15,1442.0772705078125,1578.8499755859375,1625.050048828125,1543.300048828125,1625.0,2113848
2021-03-22,1405.725341796875,1539.050048828125,1589.0,1519.0999755859375,1577.75,3102505
2021-03-29,1427.5548095703125,1562.949951171875,1578.0,1529.8499755859375,1539.050048828125,1197064
2021-04-05,1481.7001953125,1601.1500244140625,1617.1500244140625,1533.5,1565.550048828125,2327291
2021-04-12,1453.66064453125,1570.8499755859375,1602.0,1531.550048828125,1590.0,2146038
2021-04-19,1401.1444091796875,1514.0999755859375,1568.0,1501.5,1555.0,2401108
2021-04-26,1371.3465576171875,1481.9000244140625,1524.0,1468.0,1524.0,2532232
2021-05-03,1398.5997314453125,1511.3499755859375,1518.0,1470.550048828125,1478.0,2176342
2021-05-10,1450.0517578125,1566.949951171875,1590.0,1505.75,1514.199951171875,2242054
2021-05-17,1511.220458984375,1633.050048828125,1650.0,1560.6500244140625,1583.550048828125,6423825
2021-05-24,1583.494140625,1711.1500244140625,1722.75,1621.550048828125,1634.0999755859375,5487065
2021-05-31,1570.07568359375,1696.6500244140625,1794.8499755859375,1691.800048828125,1716.5999755859375,1632427
2021-06-07,1574.2401123046875,1701.1500244140625,1727.0,1688.050048828125,1696.0999755859375,1947950
2021-06-14,1563.7828369140625,1689.8499755859375,1739.949951171875,1680.0,1701.199951171875,2950852
2021-06-21,1551.84521484375,1676.949951171875,1710.0,1658.0999755859375,1684.0,1700748
2021-06-28,1563.50537109375,1689.550048828125,1737.449951171875,1664.5,1681.5,2718493
2021-07-05,1595.385498046875,1724.0,1775.0,1680.0,1695.0,2502382
2021-07-12,1615.3740234375,1745.5999755859375,1763.0,1718.0,1735.050048828125,1886407
2021-07-19,1661.1351318359375,1795.050048828125,1811.9000244140625,1732.800048828125,1746.0,2044695
2021-07-26,1577.24755859375,1704.4000244140625,1823.4000244140625,1670.0,1799.9000244140625,2531430
