Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS,AXISBANK.NS
Date,,,,,,
1998-11-23,2.251370906829834,3.4000000953674316,3.549999952316284,2.7100000381469727,3.549999952316284,21000
1998-11-30,2.244749069213867,3.390000104904175,3.490000009536743,3.0999999046325684,3.25,504000
1998-12-07,2.0924508571624756,3.1600000858306885,3.440000057220459,3.119999885559082,3.380000114440918,147000
1998-12-14,1.9865036010742188,3.0,3.259999990463257,2.990000009536743,3.259999990463257,156500
1998-12-21,1.9865036010742188,3.0,3.1600000858306885,2.9200000762939453,3.1500000953674316,106500
1998-12-28,2.1652889251708984,3.2699999809265137,3.5399999618530273,3.0,3.0,468000
1999-01-04,2.257992744445801,3.4100000858306885,3.559999942779541,3.1500000953674316,3.4000000953674316,465000
1999-01-11,2.1123156547546387,3.190000057220459,3.6500000953674316,3.130000114440918,3.5999999046325684,285500
1999-01-18,2.15866756439209,3.259999990463257,3.380000114440918,2.940000057220459,3.190000057220459,31500
1999-01-25,2.006368398666382,3.0299999713897705,3.2799999713897705,3.0199999809265137,3.25,66000
1999-02-01,2.052720069885254,3.0999999046325684,3.25,3.0199999809265137,3.0999999046325684,160000
1999-02-08,1.9865036010742188,3.0,3.200000047683716,3.0,3.0999999046325684,141000
1999-02-15,1.9865036010742188,3.0,3.109999895095825,2.9000000953674316,3.0,113000
1999-02-22,1.907043695449829,2.880000114440918,3.0999999046325684,2.799999952316284,3.0999999046325684,63000
1999-03-01,2.1652889251708984,3.2699999809265137,3.5399999618530273,2.799999952316284,2.8499999046325684,707500
1999-03-08,1.9136651754379272,2.890000104904175,3.690000057220459,2.799999952316284,3.690000057220459,481000
1999-03-15,1.8474483489990234,2.7899999618530273,3.0199999809265137,2.7699999809265137,3.0199999809265137,196000
1999-03-22,1.7348800897598267,2.619999885559082,2.9000000953674316,2.5999999046325684,2.9000000953674316,211000
1999-03-29,1.8474483489990234,2.7899999618530273,2.859999895095825,2.5999999046325684,2.619999885559082,35000
1999-04-05,1.7348800897598267,2.619999885559082,2.799999952316284,2.5999999046325684,2.7899999618530273,53000
1999-04-12,1.7150148153305054,2.5899999141693115,2.700000047683716,2.5399999618530273,2.609999895095825,30500
1999-04-19,1.7216368913650513,2.5999999046325684,2.759999990463257,2.5199999809265137,2.5999999046325684,78500
1999-04-26,1.7150148153305054,2.5899999141693115,2.5999999046325684,2.4600000381469727,2.5,28500
1999-05-03,1.8209619522094727,2.75,2.75,2.5,2.5999999046325684,200000
1999-05-10,1.787853717803955,2.700000047683716,2.9000000953674316,2.6500000953674316,2.700000047683716,132500
1999-05-17,1.9202871322631836,2.9000000953674316,3.25,2.7100000381469727,2.7100000381469727,142000
1999-05-24,1.7547451257705688,2.6500000953674316,2.9800000190734863,2.5999999046325684,2.9000000953674316,116500
1999-05-31,1.9269086122512817,2.9100000858306885,3.0999999046325684,2.7799999713897705,2.7799999713897705,349000
1999-06-07,1.9865036010742188,3.0,3.5199999809265137,2.9800000190734863,3.5,380500
1999-06-14,1.9533956050872803,2.950000047683716,3.0,2.799999952316284,2.9800000190734863,66500
1999-06-21,2.2646143436431885,3.180000066757202,3.5999999046325684,2.819999933242798,2.859999895095825,339500
1999-06-28,2.2076423168182373,3.0999999046325684,3.190000057220459,2.9100000858306885,3.180000066757202,41000
1999-07-05,2.2432501316070557,3.1500000953674316,3.25,3.049999952316284,3.1500000953674316,178500
1999-07-12,2.335829019546509,3.2799999713897705,3.5999999046325684,3.1600000858306885,3.2699999809265137,288000
1999-07-19,2.6135644912719727,3.6700000762939453,4.090000152587891,3.4000000953674316,3.5999999046325684,707500
1999-07-26,2.350071430206299,3.299999952316284,3.799999952316284,3.299999952316284,3.799999952316284,415000
1999-08-02,2.3144643306732178,3.25,3.4000000953674316,3.200000047683716,3.4000000953674316,309500
1999-08-09,2.342949867248535,3.2899999618530273,3.4000000953674316,3.200000047683716,3.4000000953674316,256500
